"Airline","AirlineID","SourceAirport","SourceID","DestAirport","DestID","Codeshare","Stops","Equipment"
"AC","330","FRA","340","YUL","146","",0,"333"
"AC","330","FRA","340","YVR","156","Y",0,"744"
"AC","330","FRA","340","YYC","178","",0,"77W"
"AC","330","FRA","340","YYZ","193","",0,"77W"
"AC","330","GCM","1926","YYZ","193","",0,"E90"
"AC","330","GGT","1941","YYZ","193","",0,"E90"
"AC","330","GND","2882","YYZ","193","",0,"319"
"AC","330","GRU","2564","YYZ","193","",0,"763"
"AC","330","GVA","1665","YUL","146","",0,"333"
"AC","330","HAV","1909","YYZ","193","",0,"E90"
"AC","330","HKG","3077","YVR","156","",0,"77W"
"AC","330","HKG","3077","YYZ","193","",0,"77L"
"AC","330","HND","2359","YVR","156","",0,"763"
"AC","330","HNL","3728","YVR","156","",0,"763"
"AC","330","HOG","1910","YUL","146","",0,"319"
"AC","330","HOG","1910","YYZ","193","",0,"319"
"AC","330","IAD","3714","YOW","100","Y",0,"ERJ"
"AC","330","IAD","3714","YUL","146","Y",0,"ERJ CRJ"
"AC","330","IAD","3714","YYZ","193","Y",0,"ERJ CRJ CR7"
"AC","330","IAH","3550","YEG","49","Y",0,"738 320 737 319"
"AC","330","IAH","3550","YUL","146","Y",0,"E70"
"AC","330","IAH","3550","YYC","178","Y",0,"CRA 738 320 739"
"AC","330","IAH","3550","YYZ","193","Y",0,"CRA"
"AC","330","ICN","3930","YVR","156","",0,"763"
"AC","330","IND","3585","YYZ","193","Y",0,"CRJ"
"AC","330","IST","1701","YYZ","193","",0,"763 77W"
"AC","330","JFK","3797","YYZ","193","Y",0,"CRA"
"AC","330","KIN","1779","YYZ","193","",0,"319"
"AC","330","LAS","3877","YUL","146","",0,"763"
"AC","330","LAS","3877","YVR","156","",0,"319"
"AC","330","LAS","3877","YYC","178","",0,"319"
"AC","330","LAS","3877","YYZ","193","",0,"763 319"
"AC","330","LAX","3484","YLW","87","Y",0,"CR7"
"AC","330","LAX","3484","YUL","146","",0,"319"
"AC","330","LAX","3484","YVR","156","",0,"319"
"AC","330","LAX","3484","YYC","178","",0,"319"
"AC","330","LAX","3484","YYZ","193","",0,"320 321"
"AC","330","LGA","3697","YOW","100","Y",0,"CRJ"
"AC","330","LGA","3697","YUL","146","",0,"E75"
"AC","330","LGA","3697","YYZ","193","",0,"E90 E75"
"AC","330","LHR","507","YEG","49","",0,"763"
"AC","330","LHR","507","YHZ","73","",0,"763"
"AC","330","LHR","507","YOW","100","",0,"763"
"AC","330","LHR","507","YUL","146","",0,"77W"
"AC","330","LHR","507","YVR","156","",0,"77W"
"AC","330","LHR","507","YYC","178","",0,"333"
"AC","330","LHR","507","YYT","189","",0,"319"
"AC","330","LHR","507","YYZ","193","",0,"77L 763 77W 333"
"AC","330","LIM","2789","YYZ","193","",0,"763"
"AC","330","LIR","1881","YYZ","193","",0,"319"
"AC","330","MBJ","1780","YHZ","73","",0,"319"
"AC","330","MBJ","1780","YUL","146","",0,"319"
"AC","330","MBJ","1780","YYZ","193","",0,"319"
"AC","330","MCI","3458","YYZ","193","Y",0,"CRJ"
"AC","330","MCO","3878","YUL","146","",0,"319"
"AC","330","MCO","3878","YYZ","193","",0,"319"
"AC","330","MDT","3542","YYZ","193","Y",0,"BEH"
"AC","330","MEX","1824","YVR","156","",0,"319"
"AC","330","MEX","1824","YYZ","193","",0,"319"
"AC","330","MIA","3576","YYZ","193","",0,"E90"
"AC","330","MKE","3717","YYZ","193","Y",0,"CRJ"
"AC","330","MSP","3858","YYZ","193","Y",0,"CRA CRJ"
"AC","330","MSY","3861","YYZ","193","Y",0,"CRA"
"AC","330","MUC","346","YUL","146","Y",0,"333"
"AC","330","MUC","346","YVR","156","Y",0,"333"
"AC","330","MUC","346","YYZ","193","",0,"77W"
"AC","330","NAS","1953","YYZ","193","",0,"319"
"AC","330","NRT","2279","YVR","156","",0,"763"
"AC","330","NRT","2279","YYC","178","",0,"763"
"AC","330","NRT","2279","YYZ","193","",0,"77W"
"AC","330","OGG","3456","YVR","156","",0,"763"
"AC","330","ORD","3830","YEG","49","Y",0,"E70 CR7"
"AC","330","ORD","3830","YHZ","73","Y",0,"ERJ"
"AC","330","ORD","3830","YOW","100","Y",0,"ERJ E70"
"AC","330","ORD","3830","YQB","111","Y",0,"ERJ"
"AC","330","ORD","3830","YQR","120","Y",0,"CRJ"
"AC","330","ORD","3830","YUL","146","",0,"E75"
"AC","330","ORD","3830","YVR","156","Y",0,"319 320 739 737 738"
"AC","330","ORD","3830","YWG","160","Y",0,"ERJ CRJ"
"AC","330","ORD","3830","YXU","174","Y",0,"CRJ"
"AC","330","ORD","3830","YYC","178","Y",0,"CR7 737"
"AC","330","ORD","3830","YYZ","193","",0,"E75"
"AC","330","PAP","1897","YUL","146","",0,"763"
"AC","330","PDX","3720","YVR","156","Y",0,"DH3"
"AC","330","PDX","3720","YYC","178","Y",0,"CRJ"
"AC","330","PEK","3364","YVR","156","",0,"330 77W"
"AC","330","PEK","3364","YYZ","193","",0,"77W"
"AC","330","PHL","3752","YYZ","193","",0,"E75"
"AC","330","PHX","3462","YYZ","193","",0,"319"
"AC","330","PIT","3570","YYZ","193","Y",0,"DH1"
"AC","330","PLS","1754","YUL","146","",0,"319"
"AC","330","PLS","1754","YYZ","193","",0,"E90"
"AC","330","POP","1761","YHZ","73","",0,"319"
"AC","330","POP","1761","YYZ","193","",0,"319"
"AC","330","PTP","2881","YUL","146","",0,"319"
"AC","330","PUJ","1760","YUL","146","",0,"319"
"AC","330","PUJ","1760","YYZ","193","",0,"319"
"AC","330","PVG","3406","YVR","156","",0,"763"
"AC","330","PVG","3406","YYZ","193","",0,"77L"
"AC","330","PVR","1836","YVR","156","",0,"319"
"AC","330","PVR","1836","YYC","178","",0,"319"
"AC","330","RDU","3626","YYZ","193","Y",0,"CRJ"
"AC","330","ROC","3622","YYZ","193","Y",0,"BEH"
"AC","330","RSW","3793","YYZ","193","",0,"320"
"AC","330","SAN","3731","YYZ","193","",0,"319"
"AC","330","SCL","2650","YYZ","193","",0,"763"
"AC","330","SEA","3577","YVR","156","Y",0,"DH3"
"AC","330","SEA","3577","YYZ","193","",0,"E90"
"AC","330","SFO","3469","YEG","49","Y",0,"CR7"
"AC","330","SFO","3469","YUL","146","",0,"319"
"AC","330","SFO","3469","YVR","156","",0,"E90 320 319"
"AC","330","SFO","3469","YYC","178","Y",0,"CR7"
"AC","330","SFO","3469","YYJ","184","Y",0,"CRJ"
"AC","330","SFO","3469","YYZ","193","",0,"320"
"AC","330","SJD","1840","YYC","178","",0,"319"
"AC","330","SJO","1885","YYZ","193","",0,"319"
"AC","330","SNU","1918","YHZ","73","",0,"320"
"AC","330","SNU","1918","YUL","146","",0,"319"
"AC","330","SNU","1918","YYZ","193","",0,"319"
"AC","330","STL","3678","YYZ","193","Y",0,"CRJ"
"AC","330","SYD","3361","YVR","156","",0,"77L"
"AC","330","SYR","3745","YYZ","193","Y",0,"BEH"
"AC","330","TLV","1590","YUL","146","",0,"763"
"AC","330","TLV","1590","YYZ","193","",0,"763"
"AC","330","TPA","3646","YYZ","193","",0,"319"
"AC","330","UVF","2894","YYZ","193","",0,"319"
"AC","330","VIE","1613","YYZ","193","Y",0,"763"
"AC","330","VRA","1923","YUL","146","",0,"320"
"AC","330","VRA","1923","YYC","178","",0,"319"
"AC","330","VRA","1923","YYZ","193","",0,"319"
"AC","330","WAW","679","YYZ","193","",0,"788"
"AC","330","YAM","21","YYZ","193","Y",0,"DH1"
"AC","330","YBC","27","YUL","146","Y",0,"DH1"
"AC","330","YBC","27","YYY","192","Y",0,"DH1"
"AC","330","YBG","28","YUL","146","Y",0,"DH1"
"AC","330","YBL","30","YQQ","119","Y",0,"BEH"
"AC","330","YCD","33","YVR","156","Y",0,"DH3"
"AC","330","YCG","34","YVR","156","Y",0,"DH3"
"AC","330","YCG","34","YYC","178","Y",0,"DH3"
"AC","330","YDF","45","YHZ","73","Y",0,"CRJ DH1"
"AC","330","YDF","45","YYR","188","Y",0,"BEH"
"AC","330","YDF","45","YYT","189","Y",0,"BEH"
"AC","330","YDF","45","YYZ","193","",0,"E90"
"AC","330","YEG","49","DEN","3751","Y",0,"CR7 CRJ 319 E70"
"AC","330","YEG","49","EWR","3494","Y",0,"319"
"AC","330","YEG","49","IAH","3550","Y",0,"738 320 737 319"
"AC","330","YEG","49","LHR","507","",0,"763"
"AC","330","YEG","49","ORD","3830","Y",0,"E70 CR7"
"AC","330","YEG","49","SFO","3469","Y",0,"CR7"
"AC","330","YEG","49","YMM","90","Y",0,"DH4"
"AC","330","YEG","49","YOW","100","",0,"E90"
"AC","330","YEG","49","YQR","120","Y",0,"DH3"
"AC","330","YEG","49","YQU","122","Y",0,"DH3"
"AC","330","YEG","49","YUL","146","",0,"320"
"AC","330","YEG","49","YVR","156","",0,"E90 320 319"
"AC","330","YEG","49","YWG","160","Y",0,"CRJ"
"AC","330","YEG","49","YXE","166","Y",0,"DH3"
"AC","330","YEG","49","YYC","178","Y",0,"DH4 CRJ DH3"
"AC","330","YEG","49","YYZ","193","",0,"320 319 E90"
"AC","330","YEG","49","YZF","196","Y",0,"CRJ"
"AC","330","YFC","56","YHZ","73","",0,"BEH"
"AC","330","YFC","56","YOW","100","Y",0,"DH1"
"AC","330","YFC","56","YUL","146","Y",0,"DH1 DH4"
"AC","330","YFC","56","YYZ","193","Y",0,"DH4"
"AC","330","YGK","61","YYZ","193","Y",0,"BEH"
"AC","330","YGP","63","YGR","65","Y",0,"DH3 DH1"
"AC","330","YGP","63","YQB","111","Y",0,"DH1 DH3"
"AC","330","YGR","65","YGP","63","Y",0,"DH1 DH3"
"AC","330","YHZ","73","BOS","3448","Y",0,"CRJ"
"AC","330","YHZ","73","LHR","507","",0,"763"
"AC","330","YHZ","73","ORD","3830","Y",0,"ERJ"
"AC","330","YHZ","73","YDF","45","Y",0,"DH1 CRJ"
"AC","330","YHZ","73","YFC","56","",0,"BEH"
"AC","330","YHZ","73","YOW","100","",0,"E90"
"AC","330","YHZ","73","YQM","117","",0,"BEH"
"AC","330","YHZ","73","YQX","125","Y",0,"CRJ CRA"
"AC","330","YHZ","73","YQY","126","Y",0,"DH1"
"AC","330","YHZ","73","YSJ","135","",0,"BEH"
"AC","330","YHZ","73","YUL","146","",0,"320 E90 319 E75"
"AC","330","YHZ","73","YYG","182","",0,"BEH"
"AC","330","YHZ","73","YYR","188","Y",0,"CRJ"
"AC","330","YHZ","73","YYT","189","",0,"E90"
"AC","330","YHZ","73","YYZ","193","",0,"E90 320 763 319"
"AC","330","YKA","78","YVR","156","Y",0,"DH3"
"AC","330","YKA","78","YYC","178","Y",0,"DH3"
"AC","330","YLW","87","LAX","3484","Y",0,"CR7"
"AC","330","YLW","87","YVR","156","Y",0,"DH3 CRJ"
"AC","330","YLW","87","YYC","178","Y",0,"DH3 CRJ"
"AC","330","YMM","90","DEN","3751","Y",0,"CR7"
"AC","330","YMM","90","YEG","49","Y",0,"DH4"
"AC","330","YMM","90","YVR","156","Y",0,"CRJ"
"AC","330","YMM","90","YYC","178","Y",0,"CRA DH4 CRJ"
"AC","330","YMM","90","YYZ","193","",0,"E90 320 319"
"AC","330","YOW","100","BOS","3448","Y",0,"DH1"
"AC","330","YOW","100","DCA","3520","Y",0,"CRJ"
"AC","330","YOW","100","FRA","340","",0,"333"
"AC","330","YOW","100","IAD","3714","Y",0,"ERJ"
"AC","330","YOW","100","LGA","3697","Y",0,"CRJ"
"AC","330","YOW","100","LHR","507","",0,"763"
"AC","330","YOW","100","ORD","3830","Y",0,"ERJ E70"
"AC","330","YOW","100","YEG","49","",0,"E90 320"
"AC","330","YOW","100","YFC","56","Y",0,"DH1"
"AC","330","YOW","100","YHZ","73","",0,"E90"
"AC","330","YOW","100","YQB","111","Y",0,"DH1"
"AC","330","YOW","100","YQM","117","Y",0,"CRJ"
"AC","330","YOW","100","YUL","146","",0,"E90"
"AC","330","YOW","100","YVR","156","",0,"320 763"
"AC","330","YOW","100","YWG","160","Y",0,"CRA"
"AC","330","YOW","100","YXU","174","Y",0,"DH1"
"AC","330","YOW","100","YYC","178","",0,"E90 320"
"AC","330","YOW","100","YYT","189","Y",0,"CRA"
"AC","330","YOW","100","YYZ","193","",0,"320 319 E90 763 E75"
"AC","330","YPR","108","YVR","156","Y",0,"DH3"
"AC","330","YQB","111","ORD","3830","Y",0,"ERJ"
"AC","330","YQB","111","YGP","63","Y",0,"DH3 DH1"
"AC","330","YQB","111","YOW","100","Y",0,"DH1"
"AC","330","YQB","111","YUL","146","Y",0,"DH4 DH1 DH3"
"AC","330","YQB","111","YYZ","193","Y",0,"DH4"
"AC","330","YQB","111","YZV","202","Y",0,"DH1"
"AC","330","YQF","112","YYC","178","",0,"BEH"
"AC","330","YQG","113","YYZ","193","",0,"319"
"AC","330","YQL","116","YYC","178","Y",0,"BEH"
"AC","330","YQM","117","YHZ","73","",0,"BEH"
"AC","330","YQM","117","YOW","100","Y",0,"CRJ"
"AC","330","YQM","117","YUL","146","Y",0,"DH4"
"AC","330","YQM","117","YYZ","193","Y",0,"DH4 CRJ"
"AC","330","YQQ","119","YVR","156","Y",0,"BEH"
"AC","330","YQR","120","DEN","3751","Y",0,"CRJ"
"AC","330","YQR","120","ORD","3830","Y",0,"CRJ"
"AC","330","YQR","120","YEG","49","Y",0,"DH3"
"AC","330","YQR","120","YVR","156","Y",0,"CRJ"
"AC","330","YQR","120","YWG","160","Y",0,"CRJ"
"AC","330","YQR","120","YYC","178","Y",0,"DH4"
"AC","330","YQR","120","YYZ","193","",0,"E90"
"AC","330","YQT","121","YWG","160","Y",0,"CRJ"
"AC","330","YQT","121","YYZ","193","Y",0,"CRJ DH4"
"AC","330","YQU","122","YEG","49","Y",0,"DH3"
"AC","330","YQU","122","YYC","178","Y",0,"DH3 DH4"
"AC","330","YQX","125","YHZ","73","Y",0,"CRA CRJ"
"AC","330","YQX","125","YYR","188","Y",0,"BEH"
"AC","330","YQX","125","YYT","189","Y",0,"BEH"
"AC","330","YQY","126","YHZ","73","Y",0,"DH1"
"AC","330","YQY","126","YYZ","193","Y",0,"CRJ"
"AC","330","YQZ","127","YVR","156","Y",0,"BEH"
"AC","330","YQZ","127","YWL","162","",0,"BEH"
"AC","330","YSB","133","YYZ","193","Y",0,"DH1"
"AC","330","YSJ","135","YHZ","73","",0,"BEH"
"AC","330","YSJ","135","YUL","146","Y",0,"DH1"
"AC","330","YSJ","135","YYZ","193","Y",0,"DH4"
"AC","330","YTS","143","YYZ","193","Y",0,"DH1"
"AC","330","YTZ","144","YUL","146","Y",0,"DH4"
"AC","330","YUL","146","AZS","5810","",0,"320"
"AC","330","YUL","146","BDL","3825","Y",0,"BEH"
"AC","330","YUL","146","BOS","3448","Y",0,"CRJ DH3"
"AC","330","YUL","146","BRU","302","",0,"333"
"AC","330","YUL","146","CCC","1901","",0,"319"
"AC","330","YUL","146","CDG","1382","",0,"77W"
"AC","330","YUL","146","CUN","1852","",0,"319"
"AC","330","YUL","146","CZM","1800","",0,"319"
"AC","330","YUL","146","DCA","3520","Y",0,"CRJ"
"AC","330","YUL","146","DEN","3751","",0,"E90"
"AC","330","YUL","146","EWR","3494","Y",0,"CRJ"
"AC","330","YUL","146","FDF","2878","",0,"319"
"AC","330","YUL","146","FLL","3533","",0,"320"
"AC","330","YUL","146","FRA","340","",0,"333"
"AC","330","YUL","146","GVA","1665","",0,"333"
"AC","330","YUL","146","HOG","1910","",0,"319"
"AC","330","YUL","146","IAD","3714","Y",0,"CR7 ERJ CRJ"
"AC","330","YUL","146","IAH","3550","Y",0,"E70"
"AC","330","YUL","146","LAS","3877","",0,"763"
"AC","330","YUL","146","LAX","3484","",0,"319"
"AC","330","YUL","146","LGA","3697","",0,"E75"
"AC","330","YUL","146","LHR","507","",0,"77W"
"AC","330","YUL","146","MBJ","1780","",0,"319"
"AC","330","YUL","146","MCO","3878","",0,"319"
"AC","330","YUL","146","MUC","346","Y",0,"333"
"AC","330","YUL","146","ORD","3830","",0,"E75"
"AC","330","YUL","146","PAP","1897","",0,"763"
"AC","330","YUL","146","PTP","2881","",0,"319"
"AC","330","YUL","146","PUJ","1760","",0,"319"
"AC","330","YUL","146","SFO","3469","",0,"319"
"AC","330","YUL","146","SNU","1918","",0,"319"
"AC","330","YUL","146","VRA","1923","",0,"320"
"AC","330","YUL","146","YBC","27","Y",0,"DH1"
"AC","330","YUL","146","YBG","28","Y",0,"DH1"
"AC","330","YUL","146","YEG","49","",0,"320"
"AC","330","YUL","146","YFC","56","Y",0,"DH4 DH1"
"AC","330","YUL","146","YHZ","73","",0,"320 E90 E75 319"
"AC","330","YUL","146","YOW","100","",0,"E90 320"
"AC","330","YUL","146","YQB","111","Y",0,"DH3 DH1 DH4"
"AC","330","YUL","146","YQM","117","Y",0,"DH4"
"AC","330","YUL","146","YSJ","135","Y",0,"DH1"
"AC","330","YUL","146","YTZ","144","Y",0,"DH4"
"AC","330","YUL","146","YUY","149","Y",0,"DH1"
"AC","330","YUL","146","YVO","153","Y",0,"DH1"
"AC","330","YUL","146","YVR","156","",0,"321 320 333 319"
"AC","330","YUL","146","YWG","160","Y",0,"CRA"
"AC","330","YUL","146","YYC","178","",0,"E90 319 320"
"AC","330","YUL","146","YYG","182","Y",0,"DH4"
"AC","330","YUL","146","YYT","189","",0,"E90"
"AC","330","YUL","146","YYY","192","Y",0,"DH1"
"AC","330","YUL","146","YYZ","193","",0,"321 320 319 333 763 E75"
"AC","330","YUL","146","YZV","202","Y",0,"DH1"
"AC","330","YUL","146","ZBF","5538","Y",0,"DH3 DH1"
"AC","330","YUL","146","ZRH","1678","",0,"330"
"AC","330","YUL","146","ZSA","1956","",0,"319"
"AC","330","YUY","149","YUL","146","Y",0,"DH1"
"AC","330","YUY","149","YVO","153","Y",0,"DH1"
"AC","330","YVO","153","YUL","146","Y",0,"DH1"
"AC","330","YVO","153","YUY","149","Y",0,"DH1"
"AC","330","YVR","156","AKL","2006","",0,"772"
"AC","330","YVR","156","DEN","3751","Y",0,"320 319 CR7 737 739"
"AC","330","YVR","156","EWR","3494","",0,"319"
"AC","330","YVR","156","FRA","340","Y",0,"744"
"AC","330","YVR","156","HKG","3077","",0,"77W"
"AC","330","YVR","156","HND","2359","",0,"763"
"AC","330","YVR","156","HNL","3728","",0,"763"
"AC","330","YVR","156","ICN","3930","",0,"763"
"AC","330","YVR","156","LAS","3877","",0,"319"
"AC","330","YVR","156","LAX","3484","",0,"319"
"AC","330","YVR","156","LHR","507","",0,"77W"
"AC","330","YVR","156","MEX","1824","",0,"319"
"AC","330","YVR","156","MUC","346","Y",0,"333"
"AC","330","YVR","156","NRT","2279","",0,"763"
"AC","330","YVR","156","OGG","3456","",0,"763"
"AC","330","YVR","156","ORD","3830","Y",0,"320 319 738 737"
"AC","330","YVR","156","PDX","3720","Y",0,"DH3"
"AC","330","YVR","156","PEK","3364","",0,"77W 330"
"AC","330","YVR","156","PVG","3406","",0,"763"
"AC","330","YVR","156","PVR","1836","",0,"319"
"AC","330","YVR","156","SEA","3577","Y",0,"DH3"
"AC","330","YVR","156","SFO","3469","",0,"E90 320 319"
"AC","330","YVR","156","SYD","3361","",0,"77L"
"AC","330","YVR","156","YBL","30","",1,"BEH"
"AC","330","YVR","156","YCD","33","Y",0,"DH3"
"AC","330","YVR","156","YCG","34","Y",0,"DH3"
"AC","330","YVR","156","YEG","49","",0,"E90 320"
"AC","330","YVR","156","YKA","78","Y",0,"DH3"
"AC","330","YVR","156","YLW","87","Y",0,"DH3 CRJ"
"AC","330","YVR","156","YMM","90","Y",0,"CRJ"
"AC","330","YVR","156","YOW","100","",0,"320 763"
"AC","330","YVR","156","YPR","108","Y",0,"DH3"
"AC","330","YVR","156","YQR","120","Y",0,"CRJ"
"AC","330","YVR","156","YQZ","127","",0,"BEH"
"AC","330","YVR","156","YUL","146","",0,"333 320 321"
"AC","330","YVR","156","YWG","160","",0,"E90"
"AC","330","YVR","156","YWL","162","Y",0,"BEH"
"AC","330","YVR","156","YXC","164","Y",0,"DH3"
"AC","330","YVR","156","YXE","166","Y",0,"CRJ"
"AC","330","YVR","156","YXJ","168","Y",0,"DH4"
"AC","330","YVR","156","YXS","172","Y",0,"DH4"
"AC","330","YVR","156","YXT","173","Y",0,"DH3"
"AC","330","YVR","156","YXY","176","",0,"E90"
"AC","330","YVR","156","YYC","178","",0,"E90 319 320"
"AC","330","YVR","156","YYD","179","Y",0,"DH3"
"AC","330","YVR","156","YYF","181","Y",0,"DH3"
"AC","330","YVR","156","YYJ","184","Y",0,"DH3 DH4"
"AC","330","YVR","156","YYZ","193","",0,"320 319 77L 321 77W 763"
"AC","330","YVR","156","YZP","198","Y",0,"DH3"
"AC","330","YWG","160","DEN","3751","Y",0,"ERJ CRJ"
"AC","330","YWG","160","ORD","3830","Y",0,"CRJ ERJ"
"AC","330","YWG","160","YEG","49","Y",0,"CRJ"
"AC","330","YWG","160","YOW","100","Y",0,"CRA"
"AC","330","YWG","160","YQR","120","Y",0,"CRJ"
"AC","330","YWG","160","YQT","121","Y",0,"CRJ"
"AC","330","YWG","160","YUL","146","Y",0,"CRA"
"AC","330","YWG","160","YVR","156","",0,"E90 320"
"AC","330","YWG","160","YXE","166","Y",0,"CRJ"
"AC","330","YWG","160","YYC","178","Y",0,"CRA"
"AC","330","YWG","160","YYZ","193","",0,"E90 320 319"
"AC","330","YWK","161","YYR","188","Y",0,"BEH"
"AC","330","YWK","161","YZV","202","Y",0,"DH1"
"AC","330","YWL","162","YQZ","127","Y",0,"BEH"
"AC","330","YWL","162","YVR","156","",0,"BEH"
"AC","330","YXC","164","YVR","156","Y",0,"DH3"
"AC","330","YXC","164","YYC","178","Y",0,"BEH"
"AC","330","YXE","166","DEN","3751","Y",0,"ERJ"
"AC","330","YXE","166","YEG","49","Y",0,"DH3"
"AC","330","YXE","166","YVR","156","Y",0,"CRJ"
"AC","330","YXE","166","YWG","160","Y",0,"CRJ"
"AC","330","YXE","166","YYC","178","Y",0,"DH4"
"AC","330","YXE","166","YYZ","193","",0,"E90"
"AC","330","YXH","167","YYC","178","Y",0,"BEH"
"AC","330","YXJ","168","YVR","156","Y",0,"DH4"
"AC","330","YXS","172","YVR","156","Y",0,"DH4"
"AC","330","YXT","173","YVR","156","Y",0,"DH3"
"AC","330","YXU","174","ORD","3830","Y",0,"CRJ"
"AC","330","YXU","174","YOW","100","Y",0,"DH1"
"AC","330","YXU","174","YYZ","193","Y",0,"DH1 DH4"
"AC","330","YXY","176","YVR","156","",0,"E90"
"AC","330","YYB","177","YYZ","193","Y",0,"DH1"
"AC","330","YYC","178","CUN","1852","",0,"319"
"AC","330","YYC","178","DEN","3751","Y",0,"CRJ 738 737 CR7"
"AC","330","YYC","178","EWR","3494","",0,"E90"
"AC","330","YYC","178","FRA","340","",0,"77W"
"AC","330","YYC","178","IAH","3550","Y",0,"738 CRA 320 739"
"AC","330","YYC","178","LAS","3877","",0,"319"
"AC","330","YYC","178","LAX","3484","",0,"319"
"AC","330","YYC","178","LHR","507","",0,"333"
"AC","330","YYC","178","NRT","2279","",0,"763"
"AC","330","YYC","178","ORD","3830","Y",0,"737 CR7 738 320"
"AC","330","YYC","178","PDX","3720","Y",0,"CRJ"
"AC","330","YYC","178","PVR","1836","",0,"319"
"AC","330","YYC","178","SFO","3469","Y",0,"CR7"
"AC","330","YYC","178","SJD","1840","",0,"319"
"AC","330","YYC","178","VRA","1923","",0,"319"
"AC","330","YYC","178","YCG","34","Y",0,"DH3"
"AC","330","YYC","178","YEG","49","Y",0,"DH3 CRJ DH4"
"AC","330","YYC","178","YKA","78","Y",0,"DH3"
"AC","330","YYC","178","YLW","87","Y",0,"DH3 CRJ"
"AC","330","YYC","178","YMM","90","Y",0,"DH4 CRJ CRA"
"AC","330","YYC","178","YOW","100","",0,"E90 320"
"AC","330","YYC","178","YQF","112","",0,"BEH"
"AC","330","YYC","178","YQL","116","Y",0,"BEH"
"AC","330","YYC","178","YQR","120","Y",0,"DH4"
"AC","330","YYC","178","YQU","122","Y",0,"DH3 DH4"
"AC","330","YYC","178","YUL","146","",0,"E90 319 320"
"AC","330","YYC","178","YVR","156","",0,"E90 320 319 321"
"AC","330","YYC","178","YWG","160","Y",0,"CRA"
"AC","330","YYC","178","YXC","164","Y",0,"BEH"
"AC","330","YYC","178","YXE","166","Y",0,"DH4"
"AC","330","YYC","178","YXH","167","Y",0,"BEH"
"AC","330","YYC","178","YYJ","184","Y",0,"DH4"
"AC","330","YYC","178","YYZ","193","",0,"321 320 319 E90"
"AC","330","YYC","178","YZF","196","Y",0,"CRJ"
"AC","330","YYD","179","YVR","156","Y",0,"DH3"
"AC","330","YYF","181","YVR","156","Y",0,"DH3"
"AC","330","YYG","182","YHZ","73","",0,"BEH"
"AC","330","YYG","182","YUL","146","Y",0,"DH4"
"AC","330","YYG","182","YYZ","193","Y",0,"CRJ"
"AC","330","YYJ","184","SFO","3469","Y",0,"CRJ"
"AC","330","YYJ","184","YVR","156","Y",0,"DH3 DH4"
"AC","330","YYJ","184","YYC","178","Y",0,"DH4"
"AC","330","YYJ","184","YYZ","193","",0,"320"
"AC","330","YYR","188","YDF","45","Y",0,"BEH"
"AC","330","YYR","188","YHZ","73","Y",0,"CRJ"
"AC","330","YYR","188","YQX","125","Y",0,"BEH"
"AC","330","YYR","188","YWK","161","Y",0,"BEH"
"AC","330","YYR","188","YYT","189","Y",0,"CRJ"
"AC","330","YYT","189","LHR","507","",0,"319"
"AC","330","YYT","189","YDF","45","Y",0,"BEH"
"AC","330","YYT","189","YHZ","73","",0,"E90"
"AC","330","YYT","189","YOW","100","Y",0,"CRA"
"AC","330","YYT","189","YQX","125","Y",0,"BEH"
"AC","330","YYT","189","YUL","146","",0,"E90 319 320"
"AC","330","YYT","189","YYR","188","Y",0,"CRJ"
"AC","330","YYT","189","YYZ","193","",0,"320 319 E90"
"AC","330","YYY","192","YBC","27","Y",0,"DH1"
"AC","330","YYY","192","YUL","146","Y",0,"DH1"
"AC","330","YYZ","193","ANU","2874","",0,"320"
"AC","330","YYZ","193","ATL","3682","Y",0,"CRA CRJ"
"AC","330","YYZ","193","AUA","2895","",0,"319"
"AC","330","YYZ","193","AUH","2179","",0,"77W"
"AC","330","YYZ","193","AZS","5810","",0,"319"
"AC","330","YYZ","193","BCN","1218","Y",0,"763"
"AC","330","YYZ","193","BDA","4069","",0,"319"
"AC","330","YYZ","193","BDL","3825","Y",0,"BEH"
"AC","330","YYZ","193","BGI","2875","",0,"319"
"AC","330","YYZ","193","BNA","3690","Y",0,"CRJ"
"AC","330","YYZ","193","BOG","2709","",0,"763"
"AC","330","YYZ","193","BOS","3448","",0,"E90 E75"
"AC","330","YYZ","193","BWI","3849","Y",0,"DH1"
"AC","330","YYZ","193","CCC","1901","",0,"319"
"AC","330","YYZ","193","CDG","1382","",0,"77W"
"AC","330","YYZ","193","CLE","3486","Y",0,"DH1"
"AC","330","YYZ","193","CLT","3876","Y",0,"CRJ"
"AC","330","YYZ","193","CMH","3759","Y",0,"DH1"
"AC","330","YYZ","193","CPH","609","",0,"763"
"AC","330","YYZ","193","CUN","1852","",0,"319"
"AC","330","YYZ","193","CVG","3488","Y",0,"CRJ"
"AC","330","YYZ","193","DCA","3520","",0,"E75"
"AC","330","YYZ","193","DEN","3751","",0,"E90"
"AC","330","YYZ","193","DFW","3670","",0,"E75"
"AC","330","YYZ","193","DTW","3645","Y",0,"BEH CRJ"
"AC","330","YYZ","193","DUB","599","Y",0,"763"
"AC","330","YYZ","193","EWR","3494","",0,"E75 E90"
"AC","330","YYZ","193","FCO","1555","",0,"333"
"AC","330","YYZ","193","FLL","3533","",0,"320"
