"AirportID","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","TzDB","Type","Source"
7060,"La Macaza / Mont-Tremblant International Inc Airport","Mont-Tremblant","Canada","YTM","CYFJ",46.4094009399,-74.7799987793,827,"-5","A","America/Toronto","airport","OurAirports"
7251,"Natuashish Airport","Natuashish","Canada","YNP","CNH2",55.913898,-61.184399,30,"-4","A","America/Halifax","airport","OurAirports"
7252,"Postville Airport","Postville","Canada","YSO","CCD4",54.9105,-59.78507,193,"-4","A","America/Halifax","airport","OurAirports"
7253,"Kangiqsujuaq (Wakeham Bay) Airport","Kangiqsujuaq","Canada","YWB","CYKG",61.5886001587,-71.929397583,501,"-5","A","America/Toronto","airport","OurAirports"
7254,"Alma Airport","Alma","Canada","YTF","CYTF",48.5088996887,-71.6418991089,445,"-5","A","America/Toronto","airport","OurAirports"
7255,"Havre St Pierre Airport","Havre-Saint-Pierre","Canada","YGV","CYGV",50.2818984985352,-63.611400604248,124,"-5","A","America/Toronto","airport","OurAirports"
7256,"Rimouski Airport","Rimouski","Canada","YXK","CYXK",48.478099822998,-68.4969024658203,82,"-5","A","America/Toronto","airport","OurAirports"
7259,"Tadoule Lake Airport","Tadoule Lake","Canada","XTL","CYBQ",58.7061,-98.512199,923,"-6","A","America/Winnipeg","airport","OurAirports"
7260,"Lac Brochet Airport","Lac Brochet","Canada","XLB","CZWH",58.6175003052,-101.46900177,1211,"-6","A","America/Winnipeg","airport","OurAirports"
7261,"South Indian Lake Airport","South Indian Lake","Canada","XSI","CZSN",56.7928009033,-98.9072036743,951,"-6","A","America/Winnipeg","airport","OurAirports"
7262,"Brochet Airport","Brochet","Canada","YBT","CYBT",57.8894,-101.679001,1136,"-6","A","America/Winnipeg","airport","OurAirports"
7263,"Little Grand Rapids Airport","Little Grand Rapids","Canada","ZGR","CZGR",52.0456008911133,-95.4657974243164,1005,"-6","A","America/Winnipeg","airport","OurAirports"
7264,"Cross Lake (Charlie Sinclair Memorial) Airport","Cross Lake","Canada","YCR","CYCR",54.6105995178223,-97.7608032226562,709,"-6","A","America/Winnipeg","airport","OurAirports"
7265,"Red Sucker Lake Airport","Red Sucker Lake","Canada","YRS","CYRS",54.1671981811523,-93.5571975708008,729,"-6","A","America/Winnipeg","airport","OurAirports"
7266,"Rainbow Lake Airport","Rainbow Lake","Canada","YOP","CYOP",58.4914016723633,-119.407997131348,1759,"-7","A","America/Edmonton","airport","OurAirports"
7267,"Bonnyville Airport","Bonnyville","Canada","YBY","CYBF",54.304199,-110.744003,1836,"-7","A","America/Edmonton","airport","OurAirports"
7268,"Nanaimo Harbour Water Airport","Nanaimo","Canada","ZNA","CAC8",49.1833000183,-123.949996948,0,"-8","A","America/Vancouver","airport","OurAirports"
7269,"Ganges Seaplane Base","Ganges","Canada","YGG","CAX6",48.8545,-123.4969,0,"-8","A","America/Vancouver","airport","OurAirports"
7273,"Boundary Bay Airport","Boundary Bay","Canada","YDT","CZBB",49.0742,-123.012001,6,"-8","A","America/Vancouver","airport","OurAirports"
7274,"Langley Airport","Langley Township","Canada","YLY","CYNJ",49.1007995605,-122.630996704,34,"-8","A","America/Vancouver","airport","OurAirports"
7277,"Wekweètì Airport","Wekweeti","Canada","YFJ","CFJ2",64.190804,-114.077002,1208,"-7","A","America/Edmonton","airport","OurAirports"
7521,"Yarmouth Airport","Yarmouth","Canada","YQI","CYQI",43.8269004821777,-66.0880966186523,141,"-4","A","America/Halifax","airport","OurAirports"
7902,"Toronto/Oshawa Executive Airport","Oshawa","Canada","YOO","CYOO",43.922798,-78.894997,460,"-5","A","America/Toronto","airport","OurAirports"
